service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
261776001,1,1,1,1,1,0,0,20240513,20240607
262775501,0,0,0,0,0,1,0,20240518,20240608
263529002,1,1,1,1,1,0,0,20240513,20240607
263822032,1,1,1,1,1,0,0,20240515,20240605
267855503,0,0,0,0,0,1,0,20240518,20240518
264193602,0,0,0,0,0,0,1,20240519,20240609
266305604,0,0,0,0,0,0,1,20240520,20240520
264184502,0,0,0,0,0,1,0,20240525,20240608
264843003,1,1,1,1,1,0,0,20240513,20240607
264925033,1,1,1,1,1,0,0,20240515,20240605
264847602,0,0,0,0,0,0,1,20240519,20240609
264851503,0,0,0,0,0,1,0,20240518,20240608
261919001,1,1,1,1,1,0,0,20240513,20240531
268825002,1,1,1,1,1,0,0,20240603,20240607
261945501,0,0,0,0,0,1,0,20240518,20240608
261947601,0,0,0,0,0,0,1,20240519,20240609
267862503,0,0,0,0,0,1,0,20240601,20240601
266087002,1,1,1,1,1,0,0,20240513,20240513
262510000,1,1,1,1,1,0,0,20240514,20240606
263071070,1,1,1,1,1,0,0,20240515,20240605
264277001,1,1,1,1,1,0,0,20240517,20240607
261711600,0,0,0,0,0,0,1,20240602,20240602
267860502,0,0,0,0,0,1,0,20240518,20240608
264170601,0,0,0,0,0,0,1,20240519,20240609
264432003,1,1,1,1,1,0,0,20240513,20240607
267601505,0,0,0,0,0,1,0,20240518,20240518
264433602,0,0,0,0,0,0,1,20240519,20240609
264434503,0,0,0,0,0,1,0,20240525,20240608
265082503,0,0,0,0,0,1,0,20240518,20240608
265075003,1,1,1,1,1,0,0,20240513,20240607
265077033,1,1,1,1,1,0,0,20240515,20240605
265084602,0,0,0,0,0,0,1,20240519,20240609
266567603,0,0,0,0,0,0,1,20240526,20240526
264884032,1,1,1,1,1,0,0,20240515,20240605
264845002,1,1,1,1,1,0,0,20240513,20240607
264886502,0,0,0,0,0,1,0,20240518,20240608
264887602,0,0,0,0,0,0,1,20240519,20240609
267616605,0,0,0,0,0,0,1,20240519,20240609
267614007,1,1,1,1,1,0,0,20240513,20240527
269110507,0,0,0,0,0,1,0,20240601,20240601
262450000,1,1,1,1,1,0,0,20240514,20240531
267612009,1,1,1,1,1,0,0,20240517,20240524
267603505,0,0,0,0,0,1,0,20240518,20240608
268711606,0,0,0,0,0,0,1,20240602,20240602
268710010,1,1,1,1,1,0,0,20240603,20240606
268713011,1,1,1,1,1,0,0,20240607,20240607
264741003,1,1,1,1,1,0,0,20240513,20240524
264555502,0,0,0,0,0,1,0,20240518,20240608
264921602,0,0,0,0,0,0,1,20240519,20240609
266868603,0,0,0,0,0,0,1,20240526,20240526
269129004,1,1,1,1,1,0,0,20240527,20240607
265049003,1,1,1,1,1,0,0,20240513,20240524
269555004,1,1,1,1,1,0,0,20240527,20240607
263253002,1,1,1,1,1,0,0,20240513,20240607
265273004,1,1,1,1,1,0,0,20240515,20240605
264209503,0,0,0,0,0,1,0,20240518,20240608
261787601,0,0,0,0,0,0,1,20240519,20240609
267564603,0,0,0,0,0,0,1,20240526,20240526
262098001,1,1,1,1,1,0,0,20240513,20240607
262115501,0,0,0,0,0,1,0,20240518,20240608
263418602,0,0,0,0,0,0,1,20240520,20240520
262113601,0,0,0,0,0,0,1,20240519,20240609
264901003,1,1,1,1,1,0,0,20240513,20240607
264916032,1,1,1,1,1,0,0,20240515,20240605
267605605,0,0,0,0,0,0,1,20240526,20240526
264923502,0,0,0,0,0,1,0,20240518,20240608
264974603,0,0,0,0,0,0,1,20240519,20240609
267678602,0,0,0,0,0,0,1,20240526,20240526
262539500,0,0,0,0,0,1,0,20240518,20240608
262540000,1,1,1,1,1,0,0,20240513,20240607
262537600,0,0,0,0,0,0,1,20240519,20240609
264412602,0,0,0,0,0,0,1,20240519,20240609
265028004,1,1,1,1,1,0,0,20240513,20240607
267676504,0,0,0,0,0,1,0,20240518,20240518
264490503,0,0,0,0,0,1,0,20240525,20240608
263519002,1,1,1,1,1,0,0,20240513,20240607
264200502,0,0,0,0,0,1,0,20240518,20240608
262411601,0,0,0,0,0,0,1,20240519,20240609
267573602,0,0,0,0,0,0,1,20240526,20240526
264244003,1,1,1,1,1,0,0,20240513,20240607
264310032,1,1,1,1,1,0,0,20240515,20240605
267674504,0,0,0,0,0,1,0,20240518,20240518
264492503,0,0,0,0,0,1,0,20240525,20240608
264414602,0,0,0,0,0,0,1,20240519,20240609
264494503,0,0,0,0,0,1,0,20240525,20240608
263807031,1,1,1,1,1,0,0,20240515,20240605
264248003,1,1,1,1,1,0,0,20240513,20240607
267577504,0,0,0,0,0,1,0,20240518,20240518
264416602,0,0,0,0,0,0,1,20240519,20240609
262060001,1,1,1,1,1,0,0,20240513,20240607
264386501,0,0,0,0,0,1,0,20240525,20240525
264349001,1,1,1,1,1,0,0,20240513,20240531
268918604,0,0,0,0,0,0,1,20240602,20240609
264383061,1,1,1,1,1,0,0,20240516,20240530
267851502,0,0,0,0,0,1,0,20240518,20240518
264394601,0,0,0,0,0,0,1,20240519,20240520
267713603,0,0,0,0,0,0,1,20240526,20240526
268916503,0,0,0,0,0,1,0,20240601,20240608
268696002,1,1,1,1,1,0,0,20240603,20240607
268913062,1,1,1,1,1,0,0,20240606,20240606
261904000,1,1,1,1,1,0,0,20240513,20240607
261905500,0,0,0,0,0,1,0,20240518,20240608
261902600,0,0,0,0,0,0,1,20240519,20240609
266565601,0,0,0,0,0,0,1,20240526,20240526
262321601,0,0,0,0,0,0,1,20240519,20240609
262317001,1,1,1,1,1,0,0,20240513,20240607
262319501,0,0,0,0,0,1,0,20240518,20240608
264932602,0,0,0,0,0,0,1,20240519,20240609
264942002,1,1,1,1,1,0,0,20240513,20240607
264936502,0,0,0,0,0,1,0,20240518,20240608
262240031,1,1,1,1,1,0,0,20240515,20240605
262239001,1,1,1,1,1,0,0,20240513,20240607
264207502,0,0,0,0,0,1,0,20240518,20240608
262238601,0,0,0,0,0,0,1,20240519,20240609
263982002,1,1,1,1,1,0,0,20240513,20240531
264482502,0,0,0,0,0,1,0,20240518,20240525
269114503,0,0,0,0,0,1,0,20240601,20240608
269112003,1,1,1,1,1,0,0,20240603,20240607
262325001,1,1,1,1,1,0,0,20240513,20240607
269286009,1,1,1,1,1,0,0,20240603,20240606
264934006,1,1,1,1,1,0,0,20240513,20240530
265265007,1,1,1,1,1,0,0,20240515,20240529
265010602,0,0,0,0,0,0,1,20240519,20240609
264990503,0,0,0,0,0,1,0,20240518,20240608
265427008,1,1,1,1,1,0,0,20240517,20240531
266568603,0,0,0,0,0,0,1,20240526,20240526
269340010,1,1,1,1,1,0,0,20240607,20240607
263434602,0,0,0,0,0,0,1,20240520,20240520
263510002,1,1,1,1,1,0,0,20240513,20240531
267562604,0,0,0,0,0,0,1,20240526,20240526
262470601,0,0,0,0,0,0,1,20240519,20240519
263837031,1,1,1,1,1,0,0,20240515,20240529
264217502,0,0,0,0,0,1,0,20240518,20240525
269145503,0,0,0,0,0,1,0,20240601,20240608
269147605,0,0,0,0,0,0,1,20240602,20240609
268389004,1,1,1,1,1,0,0,20240603,20240607
268510032,1,1,1,1,1,0,0,20240605,20240605
267098003,1,1,1,1,1,0,0,20240513,20240513
266874004,1,1,1,1,1,0,0,20240514,20240524
266921502,0,0,0,0,0,1,0,20240518,20240525
266172603,0,0,0,0,0,0,1,20240526,20240526
267108605,0,0,0,0,0,0,1,20240519,20240519
266894604,0,0,0,0,0,0,1,20240520,20240520
268174005,1,1,1,1,1,0,0,20240527,20240607
269163503,0,0,0,0,0,1,0,20240601,20240608
269165606,0,0,0,0,0,0,1,20240602,20240609
266168001,1,1,1,1,1,0,0,20240513,20240524
266743502,0,0,0,0,0,1,0,20240518,20240525
268656503,0,0,0,0,0,1,0,20240601,20240608
266741601,0,0,0,0,0,0,1,20240519,20240526
268157002,1,1,1,1,1,0,0,20240527,20240607
268650602,0,0,0,0,0,0,1,20240602,20240609
267729003,1,1,1,1,1,0,0,20240603,20240607
263540002,1,1,1,1,1,0,0,20240513,20240531
264116502,0,0,0,0,0,1,0,20240518,20240601
261764601,0,0,0,0,0,0,1,20240519,20240609
268885004,1,1,1,1,1,0,0,20240605,20240605
268894503,0,0,0,0,0,1,0,20240608,20240608
262051001,1,1,1,1,1,0,0,20240513,20240607
262049501,0,0,0,0,0,1,0,20240518,20240608
262050601,0,0,0,0,0,0,1,20240519,20240609
267666003,1,1,1,1,1,0,0,20240513,20240607
267670503,0,0,0,0,0,1,0,20240518,20240608
267672603,0,0,0,0,0,0,1,20240519,20240609
262398001,1,1,1,1,1,0,0,20240513,20240531
262416501,0,0,0,0,0,1,0,20240518,20240608
262417601,0,0,0,0,0,0,1,20240519,20240609
269126002,1,1,1,1,1,0,0,20240603,20240607
269587004,1,1,1,1,1,0,0,20240603,20240607
264425003,1,1,1,1,1,0,0,20240513,20240531
264420503,0,0,0,0,0,1,0,20240525,20240608
267821504,0,0,0,0,0,1,0,20240518,20240518
264397602,0,0,0,0,0,0,1,20240519,20240609
263092601,0,0,0,0,0,0,1,20240520,20240609
262022000,1,1,1,1,1,0,0,20240513,20240607
266464604,0,0,0,0,0,0,1,20240526,20240526
263503502,0,0,0,0,0,1,0,20240518,20240608
268452605,0,0,0,0,0,0,1,20240602,20240602
266034603,0,0,0,0,0,0,1,20240519,20240519
262018000,1,1,1,1,1,0,0,20240513,20240531
264273001,1,1,1,1,1,0,0,20240517,20240524
266466604,0,0,0,0,0,0,1,20240526,20240526
265997504,0,0,0,0,0,1,0,20240518,20240608
269194002,1,1,1,1,1,0,0,20240603,20240606
263882602,0,0,0,0,0,0,1,20240519,20240609
263504502,0,0,0,0,0,1,0,20240601,20240601
263119601,0,0,0,0,0,0,1,20240602,20240602
269246003,1,1,1,1,1,0,0,20240607,20240607
261996001,1,1,1,1,1,0,0,20240513,20240607
262031600,0,0,0,0,0,0,1,20240520,20240520
267680502,0,0,0,0,0,1,0,20240518,20240518
262006501,0,0,0,0,0,1,0,20240525,20240608
262008601,0,0,0,0,0,0,1,20240519,20240609
266872602,0,0,0,0,0,0,1,20240526,20240526
261893000,1,1,1,1,1,0,0,20240513,20240607
261841500,0,0,0,0,0,1,0,20240518,20240608
266541601,0,0,0,0,0,0,1,20240526,20240526
261843600,0,0,0,0,0,0,1,20240519,20240609
264366502,0,0,0,0,0,1,0,20240525,20240525
268597503,0,0,0,0,0,1,0,20240518,20240518
268901504,0,0,0,0,0,1,0,20240601,20240608
264345004,1,1,1,1,1,0,0,20240517,20240531
268899005,1,1,1,1,1,0,0,20240607,20240607
264399001,1,1,1,1,1,0,0,20240517,20240607
264418501,0,0,0,0,0,1,0,20240525,20240608
268038502,0,0,0,0,0,1,0,20240518,20240518
264469503,0,0,0,0,0,1,0,20240525,20240608
264472003,1,1,1,1,1,0,0,20240517,20240607
267726504,0,0,0,0,0,1,0,20240518,20240518
264454052,1,1,1,1,1,0,0,20240517,20240607
268132503,0,0,0,0,0,1,0,20240518,20240518
264456502,0,0,0,0,0,1,0,20240525,20240608
267727503,0,0,0,0,0,1,0,20240518,20240518
264470002,1,1,1,1,1,0,0,20240517,20240607
264471502,0,0,0,0,0,1,0,20240525,20240608
262341002,1,1,1,1,1,0,0,20240517,20240607
267610503,0,0,0,0,0,1,0,20240518,20240518
262342502,0,0,0,0,0,1,0,20240525,20240608
263447003,1,1,1,1,1,0,0,20240515,20240605
263448502,0,0,0,0,0,1,0,20240525,20240525
263156001,1,1,1,1,1,0,0,20240513,20240607
263446505,0,0,0,0,0,1,0,20240525,20240525
262425001,1,1,1,1,1,0,0,20240513,20240606
263444057,1,1,1,1,1,0,0,20240515,20240605
262424051,1,1,1,1,1,0,0,20240531,20240607
263445056,1,1,1,1,1,0,0,20240517,20240524
262426501,0,0,0,0,0,1,0,20240518,20240608
269295604,0,0,0,0,0,0,1,20240602,20240602
262423601,0,0,0,0,0,0,1,20240519,20240609
265499001,1,1,1,1,1,0,0,20240513,20240607
265501501,0,0,0,0,0,1,0,20240518,20240608
265503601,0,0,0,0,0,0,1,20240519,20240609
261801001,1,1,1,1,1,0,0,20240513,20240607
261803501,0,0,0,0,0,1,0,20240518,20240608
261805601,0,0,0,0,0,0,1,20240519,20240609
263167001,1,1,1,1,1,0,0,20240513,20240607
262513500,0,0,0,0,0,1,0,20240518,20240608
261792001,1,1,1,1,1,0,0,20240513,20240607
261793501,0,0,0,0,0,1,0,20240518,20240608
261794601,0,0,0,0,0,0,1,20240519,20240609
262356001,1,1,1,1,1,0,0,20240513,20240607
262358501,0,0,0,0,0,1,0,20240518,20240608
262360601,0,0,0,0,0,0,1,20240519,20240609
263166001,1,1,1,1,1,0,0,20240513,20240607
264835002,1,1,1,1,1,0,0,20240513,20240606
264853003,1,1,1,1,1,0,0,20240517,20240607
264906603,0,0,0,0,0,0,1,20240519,20240609
264904503,0,0,0,0,0,1,0,20240518,20240608
264874502,0,0,0,0,0,1,0,20240601,20240601
264895602,0,0,0,0,0,0,1,20240602,20240602
267775600,0,0,0,0,0,0,1,20240526,20240526
269158500,0,0,0,0,0,1,0,20240601,20240608
267147600,0,0,0,0,0,0,1,20240519,20240519
269159601,0,0,0,0,0,0,1,20240602,20240609
269157000,1,1,1,1,1,0,0,20240603,20240607
269167006,1,1,1,1,1,0,0,20240603,20240607
268533003,1,1,1,1,1,0,0,20240513,20240531
267618004,1,1,1,1,1,0,0,20240517,20240517
267636504,0,0,0,0,0,1,0,20240518,20240518
268544604,0,0,0,0,0,0,1,20240519,20240526
269180606,0,0,0,0,0,0,1,20240602,20240609
268538505,0,0,0,0,0,1,0,20240525,20240525
269560508,0,0,0,0,0,1,0,20240601,20240601
269176507,0,0,0,0,0,1,0,20240608,20240608
264837002,1,1,1,1,1,0,0,20240513,20240606
264866003,1,1,1,1,1,0,0,20240517,20240607
264876501,0,0,0,0,0,1,0,20240518,20240608
264898601,0,0,0,0,0,0,1,20240519,20240609
268536002,1,1,1,1,1,0,0,20240513,20240607
268541502,0,0,0,0,0,1,0,20240518,20240608
268548602,0,0,0,0,0,0,1,20240519,20240609
